,anakjakartaasikasik,anak jakarta asyik asyik baru
1195,khsny,khususnya
1196,khwtr,khawatir
1197,killafah,khilafah
1198,kirain,kiraan
1199,kirimin,kirimkan
1200,kitaahok,kita ahok
1201,kite,kita
1202,kk,kakak
1203,kkk,kakak
1204,kkuasaan,kekuasaan
1205,kl,kalau
1206,klau,kalau
1207,klh,kalah
1208,kli,kali
1209,kliatannya,kelihatannya
1210,kliatn,kelihatan
1211,klmat,kalimat
1212,klmpk,kelompok
1213,klo,kalau
1214,klp,kelompok
1215,kls,kelas
1216,klu,kalau
1217,kluar,keluar
1218,kluarga,keluarga
1219,klw,kalau
1220,kmaren,kemarin
1221,kmbali,kembali
1222,kmenangn,kemenangan
1223,kmi,kami
1224,kmn,kemana
1225,kmna,kemana
1226,kmps,kampus
1227,kmr,kamar
1228,kmren,kemarin
1229,kmrin,kemarin
1230,kmrn,kemarin
1231,kmu,kamu
1232,kmunduran,kemunduran
1233,kn,kan
1234,kna,kena
1235,knapa,kenapa
1236,knl,kenal
1237,knows,tahu
1238,knp,kenapa
1239,knpa,kenapa
1240,kntr,kantor
1241,knyng,kenyang
1242,ko,kok
1243,kodekeras,kode keras
1244,koentji,kunci
1245,kolojengking,kalajengking
1246,koment,komen
1247,komplek,kompleks
1248,koncox,teman
1249,konsen,konsentrasi
1250,konsititusi,konstitusi
1251,konslet,korsleting
1252,konstitusionalitas,konstitusi
1253,koq,kok
1254,korputor,koruptor
1255,kosan,indekos
1256,kouptor,koruptor
1257,kowe,kamu
1258,kpala,kepala
1259,kpan,kapan
1260,kpd,kepada
1261,kpda,kepada
1262,kpgn,ingin
1263,kpn,kapan
1264,kpngn,ingin
1265,kredibility,kredibilitas
1266,kren,keren
1267,krena,karena
1268,kresten,kristen
1269,krg,kurang
1270,krja,kerja
1271,krmh,ke rumah
1272,krn,karena
1273,krna,karena
1274,krng,kurang
1275,krnkebanykn,karena banyak
1276,krupuk,kerupuk
1277,ksh,kasih
1278,ksian,kasihan
1279,ksih,kasih
1280,ksmptn,kesempatan
1281,ksn,ke sana
1282,ksus,kasus
1283,kt,kita
1284,kta,kita
1285,ktauan,ketahuan
1286,ktdrn,ketiduran
1287,ktemu,ketemu
1288,ktika,ketika
1289,ktmpt,ke tempat
1290,ktmu,ketemu
1291,ktny,katanya
1292,ktnya,katanya
1293,ktr,kantor
1294,kudrat,kuadrat
1295,kudu,harus
1296,kui,itu
1297,kultiwiit,twit
1298,kuq,kok
1299,kurng,kurang
1300,kuwi,itu
1301,kuy,ayo
1302,kwal,kawal
1303,kwalitas,kualitas
1304,kwan,kawan
1305,kwwkwkwkwkwkwkkw,wkwk
1306,kya,kayak
1307,kyak,seperti
1308,kyaknya,sepertinya
1309,kyanya,sepertinya
1310,kyk,kayak
1311,kykny,sepertinya
1312,kyknya,sepertinya
1313,kyny,sepertinya
1314,kzl,kesal
1315,ladenin,meladeni
1316,laen,lain
1317,laki2,laki laki
1318,lakuin,lakukan
1319,lalulintas,lalu lintas
1320,lam,salam
1321,lambemu,mulutmu
1322,lambungkaan,lambungkan
1323,lambungkeun,lambungkan
1324,lanang,laki laki
1325,landasanya,landasannya
1326,lanjoot,lanjut
1327,lanjutkeun,lanjutkan
1328,lanjutt,lanjut
1329,laper,lapar
1330,laskarbanyuwangi,laskar banyuwangi
1331,lawa,lawan
1332,lawanlawannya,lawan lawannya
1333,lb,lembar
1334,lbh,lebih
1335,lbih,lebih
1336,leaders,pemimpin
1337,lebih2,lebih lebih
1338,leh,boleh
1339,lelaguan,mendengarkan lagu
1340,lemes,lemas
1341,lewatin,melewati
1342,lewatkan,melewati
1343,lg,lagi
1344,lgi,lagi
1345,lgkp,lengkap
1346,lgs,langsung
1347,lgsg,langsung
1348,lgsng,langsung
1349,lgsug,langsung
1350,lgsung,langsung
1351,lha,lah
1352,liat,lihat
1353,liatin,lihat
1354,lisanny,lisannya
1355,lkp,lengkap
1356,lm,lama
1357,lmyn,lumayan
1358,lndasan,landasan
1359,lngkp,lengkap
1360,lngsg,langsung
1361,lngsng,langsung
1362,lngsung,langsung
1363,lnjt,lanjut
1364,lnsg,langsung
1365,lnsng,langsung
1366,lo,kamu
1367,loe,kamu
1368,loh,lah
1369,lol,wkwk
1370,lom,belum
1371,lovers,pecinta
1372,lp,lupa
1373,lpngn,lapangan
1374,lpr,lapar
1375,lsg,langsung
1376,lu,kamu
1377,luarbiasa,luar biasa
1378,luchu,lucu
1379,lucu2an,lucu lucuan
1380,luh,kamu
1381,lum,belum
1382,lun,belum
1383,lurahataucamat,lurah atau camat
1384,luthu,lucu
1385,lvl,level
1386,lw,kamu
1387,lwt,lewat
1388,ma,sama
1389,maaci,terima kasih
1390,maacih,terima kasih
1391,maap,maaf
1392,maapin,maafkan
1393,mabok,mabuk
1394,mabu,mabuk
1395,madesu,masa depan suram
1396,maen,main
1397,maenan,mainan
1398,mager,malas gerak
1399,mah,adalah
1400,mahluk,makhluk
1401,mahokers,ahoker
1402,mahu,mau
1403,maidah,almaidah
1404,majuteruspantangmundur,maju terus pantang mundur
1405,makaci,terima kasih
1406,makana,makanya
1407,makanmakannya,makan makannya
1408,makanye,makanya
1409,makasi,terima kasih
1410,makasihhh,terima kasih
1411,makn,makan
1412,maksa,memaksa
1413,maksdnya,maksudnya
1414,maksih,terima kasih
1415,malahnantanginumatislam,malah menantang umat islam
1416,malem,malam
1417,malem2,malam malam
1418,males,malas
1419,malming,malam minggu
1420,maluin,memalukan
1421,malumaluin,memalukan
1422,mamam,makan
1423,mampet,mampat
1424,manaatausiapa,mana atau siapa
1425,manang,menang
1426,mane,mana
1427,maneh,kamu
1428,manggil,memanggil
1429,maning,lagi
1430,mano,mana
1431,mantag,mantap
1432,mantapp,mantap
1433,mantep,mantap
1434,manusia2,manusia manusia
1435,mao,mau
1436,maoo,mau
1437,marabahaya,mara bahaya
1438,masakin,memasakkan
1439,masalalu,masa lalu
1440,masayarakat,masyarakat
1441,mascot,maskot
1442,masiih,masih
1443,masing2,masing masing
1444,mateng,matang
1445,matimatian,berusaha keras
1446,maw,mau
1447,mayan,lumayan
1448,mbedain,membedakan
1449,mberi,memberi
1450,mberikan,memberikan
1451,mboten,tidak
1452,mbuat,membuat
1453,mburimu,di belakangmu
1454,mcm,macam
1455,mct,macet
1456,mdg,lebih baik
1457,mdgn,lebih baik
1458,mdh,mudah
1459,mdhmdhn,mudah mudahan
1460,mdpt,mendapat
1461,mecah,memecahkan
1462,mediskreditkan,mendiskreditkan
1463,medukungmu,mendukungmu
1464,mele,melulu
1465,melihatataumenyaksikan,melihat atau menyaksikan
1466,membadja,membaja
1467,memilh,memilih
1468,memperjuangakan,memperjuangkan
1469,mempressure,menekan
1470,menangin,memenangkan
1471,menbangun,membangun
1472,mendingan,lebih baik
1473,mendzolimi,menzalimi
1474,menfitnah,memfitnah
1475,mengganggap,menganggap
1476,menghalangmenghalangi,menghalangi
1477,menghayal,mengkhayal
1478,menghimbau,mengimbau
1479,mengugurkan,menggugurkan
1480,menizta,menista
1481,menjawad,menjawab
1482,menjd,menjadi
1483,menjdikan,menjadikan
1484,menjdkn,menjadikan
1485,menwrpa,menerpa
1486,menyakini,meyakini
1487,menyelamaykan,menyelamatkan
1488,merapihkan,merapikan
1489,merespon,menjawab
1490,merhatiin,memperhatikan
1491,meridhoi,meridai
1492,meriksa,memeriksa
1493,meris,miris
1494,mesen,memesan
1495,mgkin,mungkin
1496,mgkn,mungkin
1497,mgunakan,menggunakan
1498,mhs,mahasiswa
1499,mhsw,mahasiswa
1500,mhujat,menghujat
1501,miapa,demi apa
1502,miapah,demi apa
1503,mikir,pikir
1504,mikirin,memikirkan
1505,milih,memilih
1506,milyaran,miliar
1507,mimpin,memimpin
1508,minds,pikiran
1509,mingkem,diam
1510,minjem,pinjam
1511,misala,misalnya
1512,mjaga,menjaga
1513,mjd,menjadi
1514,mka,maka
1515,mkan,makan
1516,mkanan,makanan
1517,mkanya,makanya
1518,mkn,makan
1519,mknan,makanan
1520,mkny,makanya
1521,mksd,maksud
1522,mksdny,maksudnya
1523,mksdnya,maksudnya
1524,mksdq,maksudku
1525,mksh,terima kasih
1526,mksih,terima kasih
1527,mkstnya,maksudnya
1528,mlah,malah
1529,mlancarkan,melancarkan
1530,mlawan,melawan
1531,mlayu,lari
1532,mlh,malah
1533,mlihatmu,melihatmu
1534,mlm,malam
1535,mls,malas
1536,mmbencii,membenci
1537,mmbla,membela
1538,mmg,memang
1539,mmikirkan,memikirkan
1540,mmng,memang
1541,mmpraktekkannya,mempraktikannya
1542,mn,mana
1543,mna,mana
1544,mncium,mencium
1545,mndengar,mendengar
1546,mndg,lebih baik
1547,mndgn,lebih baik
1548,mndgr,mendengar
1549,mndi,mandi
1550,mnding,lebih baik
1551,mndpt,mendapat
1552,mndptkn,mendapatkan
1553,mndukung,mendukung
1554,mndukungmu,mendukungmu
1555,mnebar,menebar
1556,mnenangkn,menenangkan
1557,mng,menang
1558,mnghemat,menghemat
1559,mnghilang,menghilang
1560,mnghna,menghina
1561,mnghukumny,menghukumnya
1562,mngkin,mungkin
1563,mnista,menista
1564,mnjadi,menjadi
1565,mnjaga,menjaga
1566,mnjatuhkan,menjatuhkan
1567,mnjdi,menjadi
1568,mnjtuhkan,menjatuhkan
1569,mnkoplhukam,menko polhukam
1570,mnkumham,menkumham
1571,mnrt,menurut
1572,mnt,minta
1573,mnta,minta
1574,mntp,mantap
1575,mntri,menteri
1576,mnum,minum
1577,mnunggu,menunggu
1578,mnyatu,menyatu
1579,mnyngkn,menyenangkan
1580,mo,mau
1581,modyare,mati
1582,moga,semoga
1583,moslems,muslim
1584,mosok,masa
1585,motong,memotong
1586,mreka,mereka
1587,mrh,marah
1588,mrka,mereka
1589,msalah,masalah
1590,msg,masing
1591,msh,masih
1592,msi,masih
1593,msih,masih
1594,msjid2,masjid masjid
1595,msk,masuk
1596,mski,meski
1597,mskn,masakan
1598,msl,misal
1599,mslh,masalah
1600,msti,harus
1601,msuk,masuk
1602,msuport,mendukung
1603,msyarakat,masyarakat
1604,mudahmudahan,mudah mudahan
1605,mudhmudhn,mudah mudahan
1606,muke,muka
1607,mukeje,muka jelek
1608,multiwarna,banyak warna
1609,mulutmuharimaumu,mulutmu harimaumu
1610,mulutny,mulutnya
1611,mulutrusakbasukiditolak,mulut rusak basuki ditolak
1612,munafikun,munafik
1613,munafiq,munafik
1614,munafiqun,munafik
1615,muncuk,muncul
1616,munculah,muncul
1617,musnahkn,memusnahkan
1618,musti,harus
1619,musuhmusuhnya,musuh musuhnya
1620,muup,maaf
1621,muuv,maaf
1622,mz,mas
1623,n,dan
1624,nabung,menabung
1625,naek,naik
1626,nagara,negara
1627,nahan,menahan
1628,nahu,tahu
1629,nambah,menambah
1630,named,dinamakan
1631,nang,di
1632,nangiss,menangis
1633,nantangin,menantang
1634,nanya,bertanya
1635,naon,apa
1636,napa,kenapa
1637,nape,kenapa
1638,napsu,nafsu
1639,nasgor,nasi goreng
1640,nax,ingin
1641,ncib,persib
1642,nda,tidak
1643,ndak,tidak
1644,ndakk,tidak
1645,ndax,tidak
1646,ndk,tidak
1647,ndoweh,dower
1648,ndukung,mendukung
1649,nego,negosiasi
1650,negri,negeri
1651,negriku,negeriku
1652,neh,nih
1653,neko,macam
1654,nelen,menelan
1655,nemenin,menemani
1656,nemu,menemukan
1657,nenangin,menenangkan
1658,nengok,menengok
1659,nextnya,selanjutnya
1660,nga,tidak
1661,ngabungin,menggabungkan
1662,ngacir,kabur
1663,ngaco,kacau
1664,ngadain,mengadakan
1665,ngahok,ahoker
1666,ngajak,mengajak
1667,ngajar,mengajar
1668,ngajarin,mengajarkan
1669,ngaji,mengaji
1670,ngak,tidak
1671,ngakak,tertawa
1672,ngakali,mengakali
1673,ngaku,mengakui
1674,ngakunya,mengakuinya
1675,ngalahin,mengalahkan
1676,ngalahkan,mengalahkan
1677,ngambek,mengambek
1678,ngambil,mengambil
1679,ngamuk,mengamuk
1680,ngancam,mengancam
1681,nganiaya,menganiaya
1682,nganter,mengantar
1683,nganterin,mengantarkan
1684,ngantri,mengantre
1685,nganu,anu
1686,ngapa,kenapa
1687,ngapain,apa
1688,ngarep,mengharap
1689,ngaruh,berpengaruh
1690,ngasi,memberi
1691,ngasih,memberi
1692,ngatain,memaki
1693,ngatur,mengatur
1694,ngawasi,mengawasi
1695,ngebacot,bacot
1696,ngebales,membalas
1697,ngebelain,membela
1698,ngedit,mengedit
1699,ngefek,berakibat
1700,ngegosip,menggosipkan
1701,ngeh,tau
1702,ngejar,mengejar
1703,ngejatuhin,menjatuhkan
1704,ngelarang,melarang
1705,ngelewati,melewati
1706,ngeliat,melihat
1707,ngeliatin,melihat
1708,ngeluh,mengeluh
1709,ngembat,mengembat
1710,ngena,mengena
1711,ngene,ini
1712,ngerasa,merasa
1713,ngerasain,merasakan
1714,ngerjain,mengerjakan
1715,ngerokok,merokok
1716,ngerti,mengerti
1717,ngerti2,tau tau
1718,ngetik,mengetik
1719,ngetrend,mengetren
1720,ngetweet,mentwit
1721,ngg,tidak
1722,ngga,tidak
1723,nggax,tidak
1724,nggesek,menggesek
1725,nggk,tidak
1726,nggosok,menggosok
1727,ngibul,menipu
1728,ngidam,mengidam
1729,ngikutin,mengikuti
1730,ngilangin,menghilangkan
1731,ngimpi,memimpikan
1732,ngincer,mengincar
1733,nginep,menginap
1734,ngingetin,mengingatkan
1735,ngisiin,mengisikan
1736,ngjk,mengajak
1737,ngk,tidak
1738,nglawan,melawan
1739,nglunjak,melonjak
1740,ngmbl,mengambil
1741,ngmg,berbicara
1742,ngmng,berbicara
1743,ngmpl,berkumpul
1744,ngmps,ke kampus
1745,ngntk,mengantuk
1746,ngntr,ke kantor
1747,ngobatin,mengobati
1748,ngobrol,mengobrol
1749,ngomong,berbicara
1750,ngomonge,bicaranya
1751,ngomongin,membicarakan
1752,ngopi,minum kopi
1753,ngorek,mengorek
1754,ngotorin,mengotori
1755,ngrusak,merusak
1756,ngucapin,mengucapkan
1757,ngumpul,berkumpul
1758,ngundang,mengundang
1759,ngungsi,mengungsi
1760,ngunpulin,mengumpulkan
1761,ngunu,anu
1762,ngunyah,mengunyah
1763,ngupload,mengunggah
1764,nguras,menguras
1765,ngurus,mengurus
1766,ngurusin,mengurus
1767,ngutip,mengutip
1768,ni,nih
1769,nich,nih
1770,nie,nih
1771,nimbulin,menimbulkan
1772,ninggalin,meninggalkan
1773,niru2,meniru
1774,niy,nih
1775,njink,anjing
1776,nmbh,menambah
1777,nmny,namanya
1778,nmpk,tampak
1779,nmr,nomor
1780,nnti,nanti
1781,nntn,menonton
1782,nnton,nonton
1783,nocomment,tidak berkomentar
1784,nolak,menolak
1785,nonggol,nongol
1786,nongkie,nongkrong
1787,nonton,menonton
1788,nov,november
1789,novnovnov,november
1790,nraktir,mentraktir
1791,ntah,entah
1792,ntar,nanti
1793,nti,nanti
1794,ntn,menonton
1795,nton,menonton
1796,ntr,nanti
1797,ntu,itu
1798,nulis,menulis
1799,numbers,nomor
1800,numpang,menumpang
1801,nunggu,menunggu
1802,nungguin,menunggu
1803,nunjuk,menunjuk
1804,nuntut,menuntut
1805,nurunin,menuruni
1806,ny,nya
1807,nyahok,ahok
1808,nyahoq,ahok
1809,nyakitin,menyakiti
1810,nyalain,menyalakan
1811,nyama,sama
1812,nyampe,sampai
1813,nyang,yang
1814,nyangka,menyangka
1815,nyantai,bersantai
1816,nyari,mencari
1817,nyebar,menyebar
1818,nyebarin,menyebarkan
1819,nyebelin,menyebalkan
1820,nyebut,menyebut
1821,nyerah,menyerah
1822,nyerang,menyerang
1823,nyesek,menyesal
1824,nyesel,menyesal
1825,nyetel,menyetel
1826,nyiksa,menyiksa
1827,nykap,ibu
1828,nykapz,ibu
1829,nykp,ibu
1830,nyoba,mencoba
1831,nyobain,mencoba
1832,nyoblos,mencoblos
1833,nyodorin,menyodorkan
1834,nyogok,menyogok
1835,nyokap,ibu
1836,nyuci,mencuci
1837,nyumbang,menyumbang
1838,nyundul,menyundul
1839,nyunsep,terperosok
1840,nyuri,mencuri
1841,nyuruh,menyuruh
1842,nyusul,menyusul
1843,oatau,atau
1844,oataupolri,atau polri
1845,oc,oke
1846,oce,oke
1847,ohh,oh
1848,ok,oke
1849,okay,ok
1850,okedech,oke deh
1851,okedeh,oke deh
1852,okeh,oke
1853,okesiip,oke sip
1854,okt,oktober
1855,okz,oke
1856,ol,online
1857,olang,orang
1858,olh,oleh
1859,opo,apa
1860,opportunis,oportunis
1861,optimisx,optimis
1862,ora,tidak
1863,orenken,orenkan
1864,org,orang
1865,org2,orang orang
1866,orgnya,orangnya
1867,orng,orang
1868,orngbaik,orang baik
1869,ortu,orang tua
1870,otong,titit
1871,ouch,oh
1872,ouh,oh
1873,owh,oh
1874,pa,pak
1875,paakk,pak
1876,pagi2,pagi pagi
1877,pait,pahit
1878,pakafif,pak afif
1879,pakcik,pak cik
1880,pake,pakai
1881,pakek,pakai
1882,palawan,pahlawan
1883,pamerin,memamerkan
1884,panasbug,panasbung
1885,pantengin,perhatikan
1886,pantes,pantas
1887,pantesan,pantas saja
1888,parlimen,parlemen
1889,pasu,pasukan
1890,pasutri,pasangan suami istri
1891,paz,pas
1892,pcr,pacar
1893,pcrn,pacaran
1894,pcrny,pacarnya
1895,pda,pada
1896,pdahal,padahal
1897,pdhal,padahal
1898,pdhl,padahal
1899,pdukung,pendukung
1900,pebruari,februari
1901,pedes,pedas
1902,pegi,pergi
1903,pelajrn,pelajaran
1904,pelcija,persija
1905,pemaen,pemain
1906,pemerintahanya,pemerintahannya
1907,pemimpinsejati,pemimpin sejati
1908,pemmpin,pemimpin
1909,pemrintah,pemerintah
1910,pen,ingin
1911,pengadila,pengadilan
1912,pengen,ingin
1913,penghadangan,pengadangan
1914,pengin,ingin
1915,pengkhianat,penghianat
1916,peningg,pening
1917,penistaagama,penista agama
1918,penistaalquran,penista alquran
1919,penistaquran,penista alquran
1920,penjagannya,penjaganya
1921,penjarakanaho,penjarakan ahok
1922,penjarakanahok,penjarakan ahok
1923,penjarakanpenistaagama,penjarakan penista agama
1924,penjarakanpenistagama,penjarakan penista agama
1925,penjarkan,penjarakan
1926,penjarq,penjarakan
1927,penunggangatauaktor,penunggang atau aktor
1928,penyelasain,penyelesaian
1929,peradilankan,peradilan
1930,perduli,peduli
1931,perjuanganmasihpanjang,perjuangan masih panjang
1932,perlemen,parlemen
1933,permanent,permanen
1934,persiden,presiden
1935,pertanggungjawabannya,tanggung jawabnya
1936,perusakke,perusak
1937,pesen,pesan
1938,pg,pergi
1939,pgen,ingin
1940,pghadangan,pengadangan
1941,pghargaan,penghargaan
1942,pghasiln,penghasilan
1943,pgluarn,pengeluaran
1944,pgn,ingin
1945,phenomenal,fenomenal
1946,pict,gambar
1947,pidakan,pidanakan
1948,pilem,film
1949,pilkasa,pemilihan kepala daerah
1950,pilm,film
1951,piluh,pilu
1952,pingin,ingin
1953,pinjem,pinjam
1954,pinter,pintar
1955,pinteran,lebih pintar
1956,pipel,orang
1957,pisan,banget
1958,pjagaannya,penjagannya
1959,pjebat,pejabat
1960,pk,pak
1961,pkai,pakai
1962,pke,pakai
1963,pkl,pukul
1964,plaku,pelaku
1965,planggaran,pelanggaran
1966,playing,memainkan
1967,plersija,persija
1968,plg,pulang
1969,plintar,pintar
1970,plis,tolong
1971,pljrn,pelajaran
1972,plng,pulang
1973,pls,tolong
1974,pmimpin,pemimpin
1975,pncitraan,pencitraan
1976,pndh,pindah
1977,pndkng,pendukung
1978,pngecu,pengecut
1979,pngen,ingin
1980,pngn,ingin
1981,pngorbananmu,pengorbananmu
1982,pngusung,pengusung
1983,pnistaan,penistaan
1984,pnjng,panjang
1985,pnting,penting
1986,pntng,penting
1987,pny,punya
1988,pnya,punya
1989,pokoe,pokoknya
1990,pokokny,pokoknya
1991,pokonya,pokoknya
1992,polih,pulih
1993,political,politik
1994,politicians,polutikus
1995,politk,politik
1996,polriharusnetral,polri harus netral
1997,poltik,politik
1998,praktek,praktik
1999,praperadilanpengadilan,praperadilan pengadilan
2000,prasaan,perasaan
2001,prayforahok,pray for ahok
2002,prgi,pergi
2003,prilaku,perilaku
2004,prmhn,perumahan
2005,prmptn,perempatan
2006,prnah,pernah
2007,prnh,pernah
2008,programataujanji,program atau janji
2009,proove,membuktikan
2010,proseshukum,proses hukum
2011,provocated,terprovokasi
2012,prtai,partai
2013,prthnkn,pertahankan
2014,psantren2,pesantren pesantren
2015,psl,pasal
2016,psng,pasang
2017,psr,pasar
2018,pst,pasti
2019,psti,pasti
2020,ptg,penting
2021,pulitik,politik
2022,puna,punah
2023,punye,punya
2024,pura2,pura pura
2025,puser,pusar
2026,putaranpilkada,putaran pilkada
2027,putaransaja,putaran saja
2028,puter,putar
2029,puterin,memutari
2030,pzt,pasti
2031,q,aku
2032,qaqa,kakak
2033,qq,kakak
2034,qt,kita
2035,qta,kita
2036,quran,alquran
2037,rabb,rabi
2038,rabbal,rabi
2039,rabbika,rabi
2040,rada,agak
2041,raimu,mukamu
2042,rakyatcerdas,rakyat cerdas
2043,rame,ramai
2044,rame2,ramai ramai
2045,rameken,ramaikan
2046,ramekeun,ramaikan
2047,rangorang,orang orang
2048,rasane,rasanya
2049,rates,nilai
2050,rb,ribu
2051,rbuan,ribu
2052,reak,teriak
2053,reborn,lahir kembali
2054,rebuan,ribuan
2055,rekayasana,rekayasanya
2056,renew,memperbarui
2057,ributin,meributkan
2058,ripd,daripada
2059,riziek,rizieq
2060,riziq,rizieq
2061,rkyt,rakyat
2062,rmbt,rambut
2063,rmh,rumah
2064,rmhq,rumahku
2065,robb,allah
2066,roll,gulungan
2067,rosulullah,rasulullah
2068,rp,rupiah
2069,rsk,rusak
2070,rumongso,menurut
2071,runs,lari
2072,rushmoney,rush money
2073,sabeb,bebas
2074,sabi,bisa
2075,saje,saja
2076,salaam,salam
2077,salahny,salahnya
2078,salamdamai,salam damai
2079,salamsalamjarisolo,salam dari solo
2080,salamsatuputaran,salam satu putaran
2081,salfok,salah fokus
2082,salh,salah
2083,saloom,salam
2084,saltum,salah kostum
2085,samapai,sampai
2086,samapi,sampai
2087,sambel,sambal
2088,samo,sama
2089,sampe,sampai
2090,sante,santai
2091,sape,siapa
2092,sare,tidur
2093,satua,satunya
2094,satuputaran,satu putaran
2095,saveahok,save ahok
2096,savefpideleteahok,save fpi delete ahok
2097,saveindonesia,save indonesia
2098,savepakahok,save pak ahok
2099,savetolerance,save toleransi
2100,sayah,saya
2101,sayamerasakan,saya merasakan
2102,sbagai,sebagai
2103,sbar,sabar
2104,sbb,sebab
2105,sberapa,seberapa
2106,sbg,sebagai
2107,sbgai,sebagai
2108,sbgi,sebagai
2109,sbh,subuh
2110,sbl,sebelah
2111,sblh,sebelah
2112,sblhny,sebelahnya
2113,sblm,sebelum
2114,sblmny,sebelumnya
2115,sblmnya,sebelumnya
2116,sbnr,sebenarnya
2117,sbnrny,sebenarnya
2118,sbnrnya,sebenarnya
2119,sbnt,sebentar
2120,sbntr,sebentar
2121,sbr,sabar
2122,sbtr,sebentar
2123,sbuk,sibuk
2124,sbun,sabun
2125,sbyahy,susilo bambang yudhoyono
2126,sbyudhoyono,susilo bambang yudhoyono
2127,scpatnya,secepatnya
2128,scr,secara
2129,sdah,sudah
2130,sdarla,sadarlah
2131,sdg,sedang
2132,sdgkan,sedangkan
2133,sdgkn,sedangkan
2134,sdh,sudah
2135,sdng,sedang
2136,sdngkn,sedangkan
2137,sdrlah,sadarlah
2138,se7,setuju
2139,seadilseadilnya,seadil adilnya
2140,sebarken,sebarkan
2141,sebel,kesal
2142,sebenernya,sebenarnya
2143,seberatseberatnya,seberat beratnya
2144,sediih,sedih
2145,segala,segala
2146,segitu,sebegitu
2147,segra,segera
2148,sejujur,sejujurnya
2149,sekedar,sekadar
2150,sekola,sekolah
2151,sekolompok,sekelompok
2152,selaen,selain
2153,selajutnya,selanjutnya
2154,selaw,santai
2155,selegowo,legawa
2156,selfinya,swafotonya
2157,selow,santai
2158,semalem,semalam
2159,semanga,semangat
2160,semangatt,semangat
2161,semangkin,semakin
2162,sembaranagan,sembarang
2163,sembuhin,sembuhkan
2164,semngt,semangat
2165,sempet,sempat
2166,senen,senin
2167,seneng,senang
2168,sensi,sensitif
2169,sensitifitas,sensitivitas
2170,sentara,sementara
2171,senyumaja,senyum saja
2172,seorg,seorang
2173,seorng,seorang
2174,separo2,setengah setengah
2175,seranganjantung,serangan jantung
2176,serem,seram
2177,sesek,sesak
2178,seseorg,seseorang
2179,setakat,sepakat
2180,sgala,segala
2181,sgelintir,segelintir
2182,sgl,segala
2183,sgpore,singapura
2184,sgra,segera
2185,sgt,sangat
2186,shap,siap
2187,shaps,siap
2188,shbt,sahabat
2189,shipping,pengangkutan
2190,sholatnya,salatnya
2191,shopback,belanja kembali
2192,shrusnya,seharusnya
2193,sia,kamu
2194,siapin,siapkan
2195,sibangsat,si bangsat
2196,sich,sih
2197,sidi,sidik
2198,sihat,sehat
2199,siiaapp,siap
2200,sikaat,sikat
2201,sikafir,si kafir
2202,sikaya,si kaya
2203,simpat,sempat
2204,singkron,sinkron
2205,sionta,si onta
2206,situh,kamu
2207,sj,saja
2208,sja,saja
2209,sjak,sejak
2210,sjujurnya,sejujurnya
2211,ska,suka
2212,skali,sekali
2213,skalian,sekalian
2214,skalipun,sekalipun
2215,skarang,sekarang
2216,skg,sekarang
2217,skit,sakit
2218,sklh,sekolah
2219,sklompok,sekelompok
2220,skola,sekolah
2221,skolah,sekolah
2222,skr,sekarang
2223,skrang,sekarang
2224,skrg,sekarang
